,School ,mean,lon,lat,Key
266,Beijing No.2 Experimental Primary School Shunyi Branch ,30031.29476,116.544266,40.11225,0
257,Beijing Shijingshan District Cement Factory Primary School ,29995.73913,116.179717,39.892545,0
780,Shunyi District Guangming Primary School ,29972.01944,116.660275,40.134837,0
509,Pingxifu Central Dongsha Gezhuang Primary School ,29802.89624,116.407094,40.127731,0
746,Tongzhou District Yongshun Primary School ,29701.57339,116.653787,39.915164,0
441,Chengbei Central Xiguan Primary School ,29354.78133,116.221139,40.218227,0
571,Shuangqiao Campus of Chaoyang District No.2 Experimental Primary School (High Department) ,29252.621,116.577077,39.896376,0
291,Beijing Mentougou District Jingshi Experimental Primary School ,29208.79431,116.089768,39.935285,0
645,Wangping Village Central Primary School ,29194.2,115.995947,39.971004,0
639,Paochang Primary School ,29162.07317,116.13444,39.95612,0
643,Niulanshan No.3 Primary School ,29144.07143,116.664272,40.205789,0
296,Beijing Shunyi District Dongfeng Primary School ,29094.17033,116.674016,40.119415,0
562,Dawn School ,28984.05405,116.065527,39.724013,0
454,Daxing District No.6 Primary School ,28961.63049,116.341201,39.741643,0
142,Primary School Affiliated to Beijing Printing Institute ,28941.86826,116.314705,39.753877,0
548,Changping District Nankou Town Primary School ,28871.37778,116.128072,40.235889,0
781,Shunyi District Shuangxing Primary School ,28851.89646,116.658361,40.139926,0
690,Liangxiang No.2 Primary School ,28612.62583,116.137575,39.737234,0
458,Dayu No.1 Primary School ,28586.13619,116.117472,39.917644,0
313,Daxing Experimental Primary School Affiliated to Beijing Institute of Education ,28569.49367,116.297978,39.702022,0
169,Beijing Primary School Changyang Branch (Xiangyun Campus) ,28403.27435,116.207033,39.752945,0
730,Xixin Primary School Education Group (East Campus) ,28400.45596,116.641423,40.133699,0
599,Yongshun Town Central Primary School Branch ,28200.63083,116.623678,39.904697,0
682,Yuk Yuen Primary School ,28192.93794,116.105497,39.931353,0
449,Daxing District No.3 Primary School ,28135.38095,116.34084,39.733121,0
134,Beijing No.8 Middle School Jingxi Affiliated Primary School ,28128.40478,116.148356,39.900049,0
733,Ximazhuang Primary School ,28095.35075,116.631551,39.912761,0
442,Chengnan Central Primary School ,28088.87912,116.209507,40.217535,0
553,Changping District Yangfang Central Primary School ,28047.5,116.145084,40.147071,0
268,Beijing No.17 Middle School Primary School ,28046,116.522905,39.904521,0
269,Beijing No.17 Middle School Primary School ,28046,116.528904,39.890491,0
115,Gongyizhuang Primary School ,28013,116.201525,39.667228,0
525,Huairou No.3 Primary School ,27932,116.633665,40.316579,0
255,Beijing Shijingshan District Guangningcun Primary School ,27881.58252,116.151563,39.930583,0
256,Beijing Shijingshan District Guangningcun Primary School ,27881.58252,116.143026,39.929301,0
731,Xixin Primary School Education Group Renhe Campus ,27824.59341,116.638852,40.119475,0
657,Pak Miao Primary School ,27717.56154,116.391784,40.106853,0
745,Tongzhou District Ethnic Primary School ,27647.43253,116.669968,39.908124,0
499,Xiaotangshan Central Ma Fang Primary School ,27645.20706,116.40034,40.153085,0
551,Changping District No.4 Middle School Primary School ,27627.54839,116.209119,40.211669,0
673,Green City Primary School ,27621.42156,116.077033,39.711758,0
467,Tin Tung Court Primary School ,27507.10017,116.435741,40.066254,0
667,Doudian Central Primary School ,27503.72327,116.063867,39.643269,0
776,Shunyi No.1 Middle School Affiliated Primary School ,27479.81481,116.63968,40.111011,0
213,Beijing Fangshan District Liangxiang Xinggongyuan School ,27444.78687,116.145407,39.751686,0
297,Beijing Shunyi District Cangshang Primary School ,27405.00752,116.654798,40.114262,0
211,Beijing Fangshan District Liangxiang Primary School ,27297.71243,116.144537,39.73032,0
784,Shunyi District Shiyuan Primary School ,27158.8351,116.688827,40.105988,0
785,Shunyi District Shiyuan Primary School ,27158.8351,116.700269,40.102902,0
101,Yujiawu Hui Township Primary School ,26987.88889,116.71328,39.723957,0
353,Beijing No.2 Experimental Primary School Yongding Branch ,26891.15789,116.106145,39.910377,0
3,Qiliqu Central Dougezhuang Primary School ,26886.08333,116.308607,40.113698,0
459,Dayu No.2 Primary School ,26878.76675,116.099764,39.938345,0
170,Primary School Affiliated to Beijing Technology and Business University ,26864.54808,116.12456,39.725049,0
816,Weishanzhuang Town No.1 Central Primary School ,26854.75581,116.420038,39.664255,0
300,Beijing Shunyi District Yulong Primary School ,26846.72527,116.668189,40.123616,0
455,Daxing District Xihongmen Town Zhiyuan Primary School ,26797.71875,116.408176,39.762672,0
584,Li Sui Primary School ,26780.6,116.755443,40.089085,0
149,Beijing Daxing No.8 Primary School ,26701.45766,116.336924,39.725184,0
834,Longquan Town Adult School Longquan Wu Primary School Branch ,26625.01242,116.086091,39.983177,0
537,Experimental Primary School Affiliated to Educational Research and Teacher Training Center ,26598.125,116.83458,40.153278,0
640,Jiaowangzhuang Primary School ,26501.17013,116.674198,39.938488,0
457,Daning School ,26261.98002,116.216267,39.809703,0
219,Beijing Changping District Cuicun Zhongxin Xiangtang Primary School ,26257,116.366963,40.243769,0
807,Ma Po No.2 Primary School ,26250.67353,116.613448,40.174504,0
810,Majuqiao Central Primary School ,26236.24566,116.552476,39.755991,0
39,Lianghe Primary School ,26232,116.659416,40.28458,0
659,Shek Yuen Primary School ,26222.87619,116.666854,40.112943,0
811,Majuqiao Jinqiao Primary School ,26212.02643,116.53974,39.742387,0
258,Beijing Shijingshan Diandian Road Primary School ,26118.04545,116.139932,39.937129,0
251,Beijing Niulanshan No.1 Middle School Experimental Primary School ,26080.45217,116.670513,40.120061,0
428,Tuoli Central Primary School ,25899,116.036126,39.776308,0
809,Machikou Central Baiquanzhuang Primary School ,25880.52239,116.211232,40.202716,0
89,"Fengtai District Changxindian No.1 Primary School 
",25799.98864,116.20622,39.8231,0
456,Daxing District Huangcun Town No.1 Center Kannonji Primary School ,25566.2538,116.349812,39.729736,0
308,Beijing Yanqing No.3 Primary School ,25473,115.990508,40.462153,0
826,Huangcun Town No.1 Central Primary School ,25415.43387,116.346701,39.744512,0
796,Fangshan Primary School Affiliated to Capital Normal University ,25345.55301,116.146307,39.742833,0
828,Huangcun Town No.2 Central Primary School ,25329.69737,116.288365,39.785095,0
635,Tanzhesi Central Primary School ,25277.11258,116.038095,39.874579,0
298,Beijing Shunyi District Nancai School ,25254.21875,116.752865,40.139982,0
713,Hulufa Central Primary School ,25138.73333,116.216304,39.709096,0
443,Chengnan Central Jiuxian Primary School ,25107.90909,116.189153,40.22385,0
52,Jingxi Campus of Primary School Affiliated to Renmin University of China ,25065.5122,116.108473,39.887325,0
29,Dongxinfang Primary School ,24926.06526,116.06983,39.933008,0
203,Beijing Daxing District No.2 Primary School ,24908.83869,116.35414,39.720406,0
210,Beijing Fangshan District Chengguan Town Yangtougang Complete Primary School ,24845.12121,116.015611,39.724711,0
531,Fangshan District Liangxiang Central Primary School ,24842.82448,116.123918,39.725221,0
821,Huangchenggen Primary School (Huairou Branch) ,24732,116.638511,40.307461,0
757,Changgouyu Primary School ,24717,115.92445,39.716532,0
783,Shunyi District Niulanshan No.2 Primary School ,24601.76364,116.673781,40.216155,0
261,"Mayu Primary School, Shijingshan District, Beijing ",24504.42532,116.128519,39.933271,0
712,Gequ Primary School ,24429.50453,116.645137,40.014213,0
507,Hope School Primary School ,24427.8296,116.143086,39.722227,0
590,Taowa School Taowa Primary School ,24365,116.090666,40.227891,0
427,Tulou Primary School ,24300.7234,116.123034,40.186094,0
557,Star City Primary School ,24245.5,116.065029,39.711607,0
409,Houshayu Central Primary School ,24061.48558,116.544252,40.113336,0
552,Changping District Yangfang Central Sijiazhuang Primary School ,24044.2,116.155734,40.165861,0
585,Yangzhen Central Primary School ,23995.64286,116.834691,40.152355,0
833,Longquan Primary School ,23995.23438,116.08088,39.945143,0
11,Go to Xiangxiang Primary School ,23930.84615,116.193743,40.196426,0
648,Liushizhuang Ethnic Primary School ,23729.5,116.296924,39.553535,0
804,Magezhuang Primary School ,23666.45455,116.016265,39.70247,0
805,Magezhuang Primary School ,23666.45455,116.021792,39.968014,0
516,Panggezhuang Town No.1 Central Primary School ,23659.48355,116.319217,39.627806,0
444,Chengnan Central Deng Zhuang Primary School ,23648,116.196167,40.230565,0
806,Ma Po Primary School ,23641.00099,116.656559,40.17207,0
813,Gao Liying No.2 Primary School ,23612.19173,116.551684,40.152897,0
748,Tongzhou District Majuqiao Town Jinqiao Primary School ,23583.69886,116.53974,39.742387,0
750,Longfu Primary School ,23516.13889,116.833838,39.79203,0
330,Beijing Yanshan Xiangyang Primary School ,23402.71429,115.958986,39.724174,0
103,Wulituo Primary School ,23162.90714,116.125512,39.954669,0
729,Xiying Complete Primary School ,23107.94466,116.223536,39.757663,0
583,Li Qiao Central Primary School ,23033.10361,116.668099,40.030917,0
603,Tai Ling Yuan Primary School ,22454,116.212174,40.272908,0
15,Dongjiaominxiang Primary School Mafang Branch ,22414.33333,117.013059,40.063109,0
387,Nancai No.2 Primary School ,22386.1,116.716245,40.129855,0
489,Miyun Nancaiyuan Primary School ,22182.5,116.84516,40.365997,0
8,Sanjiadian Primary School ,22166.86598,116.106179,39.964889,0
647,Liulihe Central Primary School ,21682.51613,116.021322,39.599195,0
502,Cuicun Central Primary School ,21509.66667,116.355679,40.219932,0
532,Fangshan Gushankou Primary School ,21275,115.854315,39.640628,0
761,Yan Cun Zhen Hou Yan Cun Complete Primary School ,21262,116.09387,39.728372,0
521,Jang Jin Primary School ,21068.30137,116.94641,40.147808,0
808,Ma Tau Primary School ,20989,116.8158,39.76438,0
497,Xiao Zhang Wan Primary School ,20898.464,116.555952,39.728418,0
744,Tongzhou District Zhangjiawan Town Central Primary School ,20811.875,116.71992,39.852396,0
634,Luoxian Town Central Primary School ,20534.6,116.791523,39.776469,0
487,Miyun District Dongzhi Primary School ,20220.11594,116.839638,40.424901,0
208,Beijing Yanqing District No.4 Primary School ,20210,115.975742,40.447712,0
788,Rao Yuefu Primary School ,19971,116.000776,39.706531,0
376,Beixiaoying Central Primary School ,19959.68786,116.720781,40.202818,0
250,Beijing Yanshan Qianjin No.2 Primary School ,19898,115.957809,39.720152,0
762,Yangchun Primary School ,19896.5,116.304701,39.79073,0
747,Tongzhou District Yicai Primary School ,19738.07692,116.562093,39.756898,0
389,South Faxin Central Primary School ,19693.38495,116.613789,40.14396,0
473,Anding Town Central Primary School ,19633,116.501773,39.619155,0
205,Beijing Dayu Middle School Branch Affiliated Primary School ,19385.01786,116.105565,39.898594,0
104,Jiaodao Central Primary School ,19320,116.12045,39.648957,0
410,Zhoukoudian Central Primary School ,19298,115.944691,39.681705,0
292,Beijing Mentougou District Chengzi Primary School ,18825.91185,116.099186,39.953951,0
633,Xiwengzhuang Town Central Primary School ,18341.41667,116.846988,40.469827,0
665,Shilou Central Primary School ,17528,115.981403,39.641856,0
490,Miyun No.7 Primary School ,16866,116.874791,40.374686,0
566,Chaoyang District Experimental Primary School Miyun School ,16528,116.838582,40.394535,0
493,Miyun No.4 Primary School ,15568,116.861874,40.382285,0
529,Fangshan District 401 School ,15451.5,116.064627,39.736652,0
354,Beijing No.2 Experimental Primary School Yongding Branch Fengcun Primary School ,14231.11111,116.106127,39.910358,0
592,Yufa No.1 Central Primary School ,13897.78571,116.317816,39.51596,0
488,Miyun District No.3 Primary School ,13737,116.849098,40.378936,0
388,"Nancai Town Haojiatuan Primary School 
",11087.96296,116.713136,40.163665,0
381,Beimagezhuang Primary School,6080,116.601358,39.953116,0
